Island		quadrat	plot	X.isl	Y.isl	X.quad	Y.quad	Dist.mainland
29		B	3	-80.3622614	43.37044655	-80.36223253	43.37047456	277.35
29		B	4	-80.3622614	43.37044655	-80.36223253	43.37047456	277.35
29		D	1	-80.3622614	43.37044655	-80.36223326	43.37043049	277.35
29		D	2	-80.3622614	43.37044655	-80.36223326	43.37043049	277.35
29		D	3	-80.3622614	43.37044655	-80.36223326	43.37043049	277.35
29		D	4	-80.3622614	43.37044655	-80.36223326	43.37043049	277.35
30		A	1	-80.36008095	43.37214272	-80.36010203	43.37214942	126.65
30		A	2	-80.36008095	43.37214272	-80.36010203	43.37214942	126.65
30		A	3	-80.36008095	43.37214272	-80.36010203	43.37214942	126.65
30		A	4	-80.36008095	43.37214272	-80.36010203	43.37214942	126.65
30		B	1	-80.36008095	43.37214272	-80.36009797	43.37210584	126.65
30		B	2	-80.36008095	43.37214272	-80.36009797	43.37210584	126.65
30		B	3	-80.36008095	43.37214272	-80.36009797	43.37210584	126.65
30		B	4	-80.36008095	43.37214272	-80.36009797	43.37210584	126.65
30		D	1	-80.36008095	43.37214272	-80.36005395	43.37212752	126.65
30		D	2	-80.36008095	43.37214272	-80.36005395	43.37212752	126.65
30		D	3	-80.36008095	43.37214272	-80.36005395	43.37212752	126.65
30		D	4	-80.36008095	43.37214272	-80.36005395	43.37212752	126.65
31		A	1	-80.36047115	43.37309062	-80.36046187	43.3730913	18.47
31		A	2	-80.36047115	43.37309062	-80.36046187	43.3730913	18.47
31		A	3	-80.36047115	43.37309062	-80.36046187	43.3730913	18.47
31		A	4	-80.36047115	43.37309062	-80.36046187	43.3730913	18.47
31		D	1	-80.36047115	43.37309062	-80.36043264	43.3730671	18.47
31		D	2	-80.36047115	43.37309062	-80.36043264	43.3730671	18.47
31		D	3	-80.36047115	43.37309062	-80.36043264	43.3730671	18.47
31		D	4	-80.36047115	43.37309062	-80.36043264	43.3730671	18.47
32		A	1	-80.3614457	43.37240274	-80.36141398	43.37240621	80.08
32		A	2	-80.3614457	43.37240274	-80.36141398	43.37240621	80.08
32		A	3	-80.3614457	43.37240274	-80.36141398	43.37240621	80.08
32		A	4	-80.3614457	43.37240274	-80.36141398	43.37240621	80.08
32		D	1	-80.3614457	43.37240274	-80.36141078	43.37238849	80.08
32		D	2	-80.3614457	43.37240274	-80.36141078	43.37238849	80.08
32		D	3	-80.3614457	43.37240274	-80.36141078	43.37238849	80.08
32		D	4	-80.3614457	43.37240274	-80.36141078	43.37238849	80.08
33		A	1	-80.36215445	43.37188731	-80.36209595	43.37190077	123.01
33		A	2	-80.36215445	43.37188731	-80.36209595	43.37190077	123.01
33		A	3	-80.36215445	43.37188731	-80.36209595	43.37190077	123.01
33		A	4	-80.36215445	43.37188731	-80.36209595	43.37190077	123.01
33		B	1	-80.36215445	43.37188731	-80.36202063	43.37186871	123.01
33		B	2	-80.36215445	43.37188731	-80.36202063	43.37186871	123.01
33		B	3	-80.36215445	43.37188731	-80.36202063	43.37186871	123.01
33		B	4	-80.36215445	43.37188731	-80.36202063	43.37186871	123.01
33		C	1	-80.36215445	43.37188731	-80.36214196	43.37185369	123.01
33		C	2	-80.36215445	43.37188731	-80.36214196	43.37185369	123.01
33		C	3	-80.36215445	43.37188731	-80.36214196	43.37185369	123.01
33		C	4	-80.36215445	43.37188731	-80.36214196	43.37185369	123.01
33		D	1	-80.36215445	43.37188731	-80.36211161	43.37186586	123.01
33		D	2	-80.36215445	43.37188731	-80.36211161	43.37186586	123.01
33		D	3	-80.36215445	43.37188731	-80.36211161	43.37186586	123.01
33		D	4	-80.36215445	43.37188731	-80.36211161	43.37186586	123.01
33		E	1	-80.36215445	43.37188731	-80.36218541	43.37182003	123.01
33		E	2	-80.36215445	43.37188731	-80.36218541	43.37182003	123.01
33		E	3	-80.36215445	43.37188731	-80.36218541	43.37182003	123.01
33		E	4	-80.36215445	43.37188731	-80.36218541	43.37182003	123.01
34		A	1	-80.36223534	43.37083616	-80.36225093	43.3708178	235.2
34		A	2	-80.36223534	43.37083616	-80.36225093	43.3708178	235.2
34		A	3	-80.36223534	43.37083616	-80.36225093	43.3708178	235.2
34		A	4	-80.36223534	43.37083616	-80.36225093	43.3708178	235.2
34		B	1	-80.36223534	43.37083616	-80.3621662	43.37083507	235.2
34		B	2	-80.36223534	43.37083616	-80.3621662	43.37083507	235.2
34		B	3	-80.36223534	43.37083616	-80.3621662	43.37083507	235.2
34		B	4	-80.36223534	43.37083616	-80.3621662	43.37083507	235.2
34		D	1	-80.36223534	43.37083616	-80.36218773	43.3708254	235.2
34		D	2	-80.36223534	43.37083616	-80.36218773	43.3708254	235.2
34		D	3	-80.36223534	43.37083616	-80.36218773	43.3708254	235.2
34		D	4	-80.36223534	43.37083616	-80.36218773	43.3708254	235.2
35		A	1	-80.36219585	43.37260668	-80.36212619	43.37259403	45.14
35		A	2	-80.36219585	43.37260668	-80.36212619	43.37259403	45.14
35		A	3	-80.36219585	43.37260668	-80.36212619	43.37259403	45.14
35		A	4	-80.36219585	43.37260668	-80.36212619	43.37259403	45.14
35		B	1	-80.36219585	43.37260668	-80.36208116	43.37253888	45.14
35		B	2	-80.36219585	43.37260668	-80.36208116	43.37253888	45.14
35		B	3	-80.36219585	43.37260668	-80.36208116	43.37253888	45.14
35		B	4	-80.36219585	43.37260668	-80.36208116	43.37253888	45.14
35		C	1	-80.36219585	43.37260668	-80.36227998	43.37256789	45.14
35		C	2	-80.36219585	43.37260668	-80.36227998	43.37256789	45.14
35		C	3	-80.36219585	43.37260668	-80.36227998	43.37256789	45.14
35		C	4	-80.36219585	43.37260668	-80.36227998	43.37256789	45.14
35		D	1	-80.36219585	43.37260668	-80.36216135	43.37258077	45.14
35		D	2	-80.36219585	43.37260668	-80.36216135	43.37258077	45.14
35		D	3	-80.36219585	43.37260668	-80.36216135	43.37258077	45.14
35		D	4	-80.36219585	43.37260668	-80.36216135	43.37258077	45.14
35		E	1	-80.36219585	43.37260668	-80.36212528	43.372649	45.14
35		E	2	-80.36219585	43.37260668	-80.36212528	43.372649	45.14
35		E	3	-80.36219585	43.37260668	-80.36212528	43.372649	45.14
35		E	4	-80.36219585	43.37260668	-80.36212528	43.372649	45.14
36		A	1	-80.3605129	43.37320448	-80.36051975	43.37318596	9
36		A	2	-80.3605129	43.37320448	-80.36051975	43.37318596	9
36		A	3	-80.3605129	43.37320448	-80.36051975	43.37318596	9
36		A	4	-80.3605129	43.37320448	-80.36051975	43.37318596	9
36		D	1	-80.3605129	43.37320448	-80.36048502	43.37318548	9
36		D	2	-80.3605129	43.37320448	-80.36048502	43.37318548	9
36		D	3	-80.3605129	43.37320448	-80.36048502	43.37318548	9
36		D	4	-80.3605129	43.37320448	-80.36048502	43.37318548	9
